national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,planting_rate,row_spacing,number_of_rows,planter_make,planter_model,previous_year_crop,seed_treatment,soil_test,soil_test_year,tillage_practice,shallow_till,shallow_trips,deep_till,deep_trips,estimated_percent,product_1,product_2,product_3,product_4,product_5,product_6,product_7,product_8,product_9,harvest_population,nitrogen,phosphorus,potash,trace_element,manure,when_applied_fall,when_applied_spring,when_applied_at_planting,when_applied_side_dress,start_fertilizer,nitrogen_surface,nitrogen_surface_times,nitrogen_incorporated,nitrogen_incorporated_times,nitrogen_irrigation,nitrogen_irrigation_times,irrigated,method,acres_inches,tillage_practice1,harvester_make,harvester_model,total_acres,date_harvested,row_spacing_1,total_length_of_all_rows,total_rows_width,acres_harvested,total_bushels_harvested,bushels_per_acres,recheck,recheck_reason,total_length_of_all_rows_recheck,total_rows_width_recheck,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
62*,1,290.1933,ND,I:Conventional Irrigated Class,92,2019-05-13,40500,22,36,John Deere,DB66,Soybeans,Acceleron+Poncho 250,TRUE,2018,Conventional,TRUE,1,TRUE,1,0,Herbicide:Atrazine+Roundup,Herbicide:Harness,NA,NA,NA,NA,NA,NA,NA,40000,240,78,90,S:25lbs,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,TRUE,2,TRUE,3,TRUE,Sprinkler,6,Conventional,Case IH,9230,160,2019-11-21,22,34560,1.8333,1.4545,422.0862,290.1933,First Check,No recheck required,0,1.8333,0,0,0
78*,11,258.8445,ND,A:Conventional Non-Irrigated Class,94,2019-05-13,36000,22,36,John Deere,DB66,Soybeans,Acceleron+Poncho 250,TRUE,2018,Conventional,TRUE,1,TRUE,1,0,Herbicide:Atrazine+Roundup,Herbicide:Harness,NA,NA,NA,NA,NA,NA,NA,35000,225,78,90,S:25lbs,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,Case IH,9230,320,2019-11-21,22,33750,1.8333,1.4204,367.6627,258.8445,First Check,No recheck required,0,1.8333,0,0,0
58,1,281.8601,ND,C:No-Till Non-Irrigated Class,92,2019-05-15,36000,22,36,John Deere,DB66,Soybeans,Acceleron+Poncho 250,TRUE,2018,No-Till,FALSE,0,FALSE,0,38,Herbicide:Atrazine+Roundup,Herbicide:Harness,NA,NA,NA,NA,NA,NA,NA,35000,225,78,90,S:25lbs,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,9230,160,2019-11-21,22,30870,1.8333,1.2992,366.1927,281.8601,First Check,No recheck required,0,1.8333,0,0,0
39,4,277.5157,ND,A:Conventional Non-Irrigated Class,95,2019-05-14,36000,22,36,John Deere,DB66,Soybeans,Acceleron+Poncho 250,TRUE,2018,Conventional,TRUE,1,TRUE,1,0,Herbicide:Atrazine+Roundup,Herbicide:Harness,NA,NA,NA,NA,NA,NA,NA,35000,225,78,90,S:25lbs,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,Case IH,9230,320,2019-11-21,22,32670,1.8333,1.375,381.5841,277.5157,First Check,No recheck required,0,1.8333,0,0,0
42,5,275.159,ND,A:Conventional Non-Irrigated Class,92,2019-05-15,36000,22,36,John Deere,DB66,Soybeans,Acceleron+Poncho 250,TRUE,2018,Conventional,TRUE,1,TRUE,1,0,Herbicide:Atrazine+Roundup,Herbicide:Harness,NA,NA,NA,NA,NA,NA,NA,35000,225,78,90,S:25lbs,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,Case IH,9230,320,2019-11-21,22,35100,1.8333,1.4772,406.4649,275.159,First Check,No recheck required,0,1.8333,0,0,0
111,3,273.2382,MI,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-05-11,36000,30,16,John Deere,1775NT,Corn,NA,TRUE,2018,Minimum-Till,TRUE,2,FALSE,0,0,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,35000,150,100,100,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,TRUE,1,TRUE,Sprinkler,6,Minimum-Till,John Deere,S780,90,2019-11-06,30,25280,2.5,1.4509,396.4413,273.2382,First Check,No recheck required,0,2.5,0,0,0
39,13,291.2715,PA,C:No-Till Non-Irrigated Class,113,2019-04-24,34000,30,6,Kinze,3500,Corn,NA,TRUE,2019,No-Till,FALSE,0,FALSE,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33700,200,0,0,NA,Cattle:5000gal,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,John Deere,9570 STS,30,2019-10-01,30,22800,2.5,1.3085,381.1288,291.2715,First Check,No recheck required,0,2.5,0,0,0
182,30,261.4279,IL,B:Conventional Non-Irrigated Class,114,2019-05-20,35000,30,24,John Deere,1770NT,Soybeans,NA,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S670,120,2019-10-15,30,21960,2.5,1.2603,329.4776,261.4279,First Check,No recheck required,0,2.5,0,0,0
203,36,258.3399,IL,B:Conventional Non-Irrigated Class,112,2019-05-20,35000,30,24,John Deere,1770NT,Soybeans,NA,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S670,70,2019-10-18,30,21792,2.5,1.2507,323.1057,258.3399,First Check,No recheck required,0,2.5,0,0,0
142*,24*,266.7912,IL,B:Conventional Non-Irrigated Class,110,2019-05-22,35500,30,24,Case IH,1250,Soybeans,NA,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,Case IH,8240,75,2019-10-25,30,21936,2.5,1.259,335.8901,266.7912,First Check,No recheck required,0,2.5,0,0,0
258*,46,252.5259,IL,B:Conventional Non-Irrigated Class,114,2019-05-21,35500,30,24,Case IH,1250,Soybeans,NA,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,Case IH,8250,75,2019-10-25,30,41840,2.5,2.4013,606.3905,252.5259,First Check,No recheck required,0,2.5,0,0,0
62*,7,269.8068,IL,D:No-Till Non-Irrigated Class,112,2019-05-26,35000,30,16,Case IH,1250,Soybeans,NA,FALSE,0,No-Till,FALSE,0,FALSE,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,7240,80,2019-11-09,30,28440,2.5,1.6322,440.3787,269.8068,First Check,No recheck required,0,2.5,0,0,0
186*,12,218.1083,IL,D:No-Till Non-Irrigated Class,114,2019-05-26,35000,30,16,Case IH,1250,Soybeans,NA,FALSE,0,No-Till,FALSE,0,FALSE,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,8230,60,2019-10-22,30,22560,2.5,1.2948,282.4066,218.1083,First Check,No recheck required,0,2.5,0,0,0
60*,13,279.4352,IL,B:Conventional Non-Irrigated Class,120,2019-05-18,38000,20,36,John Deere,DB90,Soybeans,NA,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,90,2019-09-26,20,35100,1.6667,1.343,375.2815,279.4352,First Check,No recheck required,0,1.6667,0,0,0
28*,8*,291.8431,IL,B:Conventional Non-Irrigated Class,114,2019-05-18,38000,20,36,John Deere,DB90,Soybeans,NA,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,80,2019-09-26,20,40032,1.6667,1.5317,447.0161,291.8431,First Check,No recheck required,0,1.6667,0,0,0
25,2,288.6141,VA,A:Conventional Non-Irrigated Class,115,2019-05-13,35000,30,12,John Deere,1770 Conservation,Corn,NA,TRUE,2018,Conventional,TRUE,1,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,300,200,150,NA,Poultry:2tons,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,9770,46,2019-10-11,30,23632,2.5,1.3563,391.4473,288.6141,First Check,No recheck required,0,2.5,0,0,0
78*,37*,271.9681,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-04-25,36000,30,16,John Deere,1775NT,Soybeans,PPST 250,TRUE,2018,Strip-Till,FALSE,0,FALSE,0,75,Herbicide:Breakfree ATZ Lite,Herbicide:Atrazine+Impact,Fungicide:Trivapro,NA,NA,NA,NA,NA,NA,34000,205,60,60,"S:20lbs, Zn:2lbs",NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,1,FALSE,0,FALSE,NA,0,Strip-Till,John Deere,S670,45,2019-10-25,30,24979.68,2.5,1.4336,389.8935,271.9681,First Check,No recheck required,0,2.5,0,0,0
123*,60,259.7183,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",115,2019-04-24,36000,30,16,John Deere,1775NT,Soybeans,PPST 250,TRUE,2018,Strip-Till,FALSE,0,FALSE,0,75,Herbicide:Breakfree ATZ Lite,Herbicide:Atrazine+Impact,Fungicide:Trivapro,NA,NA,NA,NA,NA,NA,34000,205,80,60,"S:20lbs, Zn:2lbs",NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,1,FALSE,0,FALSE,NA,0,Strip-Till,John Deere,S670,142,2019-10-30,30,24600,2.5,1.4118,366.6703,259.7183,First Check,No recheck required,0,2.5,0,0,0
292,29,123.4484,KS,C:No-Till Non-Irrigated Class,112,2019-05-15,26500,15,47,John Deere,DB60,Soybeans,NA,FALSE,0,No-Till,FALSE,0,FALSE,0,50,Herbicide:Corvus,Herbicide:AAtrex 4L,NA,NA,NA,NA,NA,NA,NA,24100,160,100,100,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,John Deere,S670,72,2019-11-15,15,305312,1.25,8.7612,1081.5558,123.4484,First Check,No recheck required,0,1.25,0,0,0
196,75,259.1132,IA,B:Conventional Non-Irrigated Class,115,2019-04-24,38000,30,36,John Deere,DB90,Soybeans,PPST 250,TRUE,2017,Conventional,TRUE,1,FALSE,0,0,Herbicide:Volley ATZ Lite,Herbicide:Resicore,Herbicide:Durango DMA,Herbicide:AAtrex+Atrazine,Fungicide:Approach,Insecticide:Brigade 2EC,NA,NA,NA,36000,250,0,0,NA,Cattle:10tons,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,220,2019-11-19,30,23964,2.5,1.3753,356.3584,259.1132,First Check,No recheck required,0,2.5,0,0,0
124,44,270.0337,IA,B:Conventional Non-Irrigated Class,111,2019-05-16,33000,30,32,John Deere,DB80,Soybeans,NA,FALSE,0,Conventional,TRUE,1,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S690,240,2019-11-26,30,21856,2.5,1.2544,338.7303,270.0337,First Check,No recheck required,0,2.5,0,0,0
163,26,231.3835,OH,D:No-Till Non-Irrigated Class,111,2019-05-22,35500,30,6,Kinze,2000,Soybeans,NA,TRUE,2018,No-Till,FALSE,0,FALSE,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,Axial-Flow 7088,31,2019-10-17,30,69408,2.5,3.9835,921.716,231.3835,First Check,No recheck required,0,2.5,0,0,0
372,49,234.0293,OH,B:Conventional Non-Irrigated Class,105,2019-06-08,35000,30,12,John Deere,7200,Soybeans,Cruiser 250,TRUE,2018,Conventional,TRUE,1,TRUE,1,0,Herbicide:Resicore,NA,NA,NA,NA,NA,NA,NA,NA,34000,225,75,100,Zn:1qts,Cattle:5tons,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,9510,60,2019-11-18,30,25531.2,2.5,1.4653,342.9231,234.0293,First Check,No recheck required,0,2.5,0,0,0
278*,52*,249.3789,IL,B:Conventional Non-Irrigated Class,117,2019-05-16,36000,30,16,Kinze,3600,Soybeans,Poncho 1250+Raxil,TRUE,2017,Conventional,TRUE,1,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,240,92,149,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,S660,58,2019-09-27,30,22336,2.5,1.2819,319.6788,249.3789,First Check,No recheck required,0,2.5,0,0,0
390*,72,229.3318,IL,B:Conventional Non-Irrigated Class,117,2019-05-16,36000,30,16,Kinze,3600,Soybeans,Poncho 1250+Raxil,TRUE,2017,Conventional,TRUE,1,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,240,92,149,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,S660,58,2019-09-27,30,24160,2.5,1.3866,317.9915,229.3318,First Check,No recheck required,0,2.5,0,0,0
402,56,227.2038,OH,B:Conventional Non-Irrigated Class,107,2019-05-16,35000,30,16,John Deere,1770NT,Soybeans,Acceleron,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,0,0,0,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S690,34,2019-10-10,30,28356,2.5,1.6274,369.7515,227.2038,First Check,No recheck required,0,2.5,0,0,0
264*,11*,241.9976,MO,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",114,2019-06-07,32000,30,16,John Deere,1795,Soybeans,NA,TRUE,2019,Minimum-Till,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,TRUE,Sprinkler,3,Minimum-Till,John Deere,S670,30,2019-10-15,30,22507.2,2.5,1.2917,312.5883,241.9976,First Check,No recheck required,0,2.5,0,0,0
265*,12,241.9976,MO,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-22,32000,30,16,John Deere,1795,Soybeans,NA,TRUE,2019,Minimum-Till,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,TRUE,Sprinkler,3,Minimum-Till,John Deere,S670,30,2019-10-15,30,22507.2,2.5,1.2917,312.5883,241.9976,First Check,No recheck required,0,2.5,0,0,0
247,13,197.5017,KS,C:No-Till Non-Irrigated Class,112,2019-04-27,23500,30,12,Case IH,1255,Soybeans,Lumigen,FALSE,0,No-Till,FALSE,0,FALSE,0,20,Herbicide:Lexar+Roundup,Herbicide:Roundup+Status,NA,NA,NA,NA,NA,NA,NA,21000,120,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,Case IH,2577,27,2019-10-15,30,22470,2.5,1.2896,254.6982,197.5017,First Check,No recheck required,0,2.5,0,0,0
262,18,183.7109,KS,C:No-Till Non-Irrigated Class,112,2019-05-23,24500,30,12,Case IH,800 Rear-Fold,Corn,Triple Flex,FALSE,0,No-Till,FALSE,0,FALSE,0,15,Herbicide:TripleFLEX,Herbicide:Roundup+Status,"Herbicide:2,4-D+Glyfos",NA,NA,NA,NA,NA,NA,21500,150,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,5088,51,2019-11-25,30,66276,2.5,3.8037,698.7811,183.7109,First Check,No recheck required,0,2.5,0,0,0
264,19,179.957,KS,C:No-Till Non-Irrigated Class,112,2019-05-22,24500,30,12,Case IH,800 Rear-Fold,Soybeans,TripleFlex,FALSE,0,No-Till,FALSE,0,FALSE,0,15,Herbicide:TripleFLEX,"Herbicide:2,4-D+Glyfos",Herbicide:Roundup+Status,NA,NA,NA,NA,NA,NA,21500,150,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Case IH,5088,37,2019-11-26,30,40050,2.5,2.2986,413.6492,179.957,First Check,No recheck required,0,2.5,0,0,0
85,5,255.3619,NE,A:Conventional Non-Irrigated Class,114,2019-06-11,37500,30,16,Case IH,1255 Front-Fold Early Riser,Corn,Acceleron,TRUE,2018,Conventional,TRUE,2,FALSE,0,0,Herbicide:Corvus,Herbicide:Atrazine 4L,Herbicide:Durango DMA,Insecticide:Chlorpyrifos,Insecticide:Lambda,NA,NA,NA,NA,34790,225,75,30,"S:10lbs, Zn:1lbs",NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,Case IH,7088,82,2019-11-15,30,22152,2.5,1.2713,324.6416,255.3619,First Check,No recheck required,0,2.5,0,0,0
158,8,243.5055,MO,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-04-14,30000,30,16,Kinze,3600,Soybeans,Acceleron+Poncho 250,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29200,250,75,100,"S:15lbs, Zn:1lbs",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,TRUE,1,FALSE,0,FALSE,NA,0,Minimum-Till,Claas,Lexion 570,130,2019-09-26,30,21781.6,2.5,1.2501,304.4062,243.5055,First Check,No recheck required,0,2.5,0,0,0
239,5*,195.8595,LA,A:Conventional Non-Irrigated Class,117,2019-03-22,34000,36,12,John Deere,1720 Stack-Fold MaxEmerge Plus,Soybeans,NA,FALSE,0,Conventional,TRUE,1,TRUE,1,0,Herbicide:Medal II,Herbicide:Atrazine 90 WDG,Herbicide:Roundup PowerMax,NA,NA,NA,NA,NA,NA,34000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,110,2019-08-06,36,25128,3,1.7306,338.9544,195.8595,First Check,No recheck required,0,3,0,0,0
297*,12,224.7966,GA,I:Conventional Irrigated Class,118,2019-03-29,32500,30,12,John Deere,1720 MaxEmerge XP,Peanuts,acc base 250,TRUE,2019,Conventional,TRUE,3,TRUE,1,0,Herbicide:Atrazine 4L,Herbicide:Laudis,Insecticide:Tundra,NA,NA,NA,NA,NA,NA,32500,300,120,220,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,0,TRUE,2,TRUE,Sprinkler,25,Conventional,John Deere,S780,100,2019-08-22,30,34608,2.5,1.9862,446.4911,224.7966,First Check,No recheck required,0,2.5,0,0,0
249*,2,195.2256,LA,C:No-Till Non-Irrigated Class,117,2019-03-22,35000,36,12,John Deere,1700 MaxEmerge XP,Soybeans,NA,FALSE,0,No-Till,FALSE,0,FALSE,0,80,Herbicide:Medal II,Herbicide:Atrazine 90 WDG,Herbicide:Roundup PowerMax,NA,NA,NA,NA,NA,NA,35000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,John Deere,S680,110,2019-08-06,36,25128,3,1.7306,337.8574,195.2256,First Check,No recheck required,0,3,0,0,0
233,39,254.7782,IL,B:Conventional Non-Irrigated Class,111,2019-04-24,34000,30,16,Kinze,3600,Soybeans,Cruiser 250/Raxil,FALSE,0,Conventional,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,200,200,200,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,TRUE,200,FALSE,0,FALSE,NA,0,Conventional,John Deere,S670,160,2019-09-25,30,31584,2.5,1.8127,461.8364,254.7782,First Check,No recheck required,0,2.5,0,0,0
163*,58,263.7094,IA,B:Conventional Non-Irrigated Class,118,2019-04-18,33000,20,36,John Deere,DB60,Soybeans,PPST 250,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,180,0,0,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Cat,Lexion 740,200,2019-10-07,20,32958,1.6667,1.261,332.5376,263.7094,First Check,No recheck required,0,1.6667,0,0,0
159*,57*,264.7393,IA,B:Conventional Non-Irrigated Class,115,2019-04-19,33000,20,36,John Deere,DB60,Soybeans,PPST 250,FALSE,0,Conventional,TRUE,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,180,0,0,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Cat,Lexion 740,200,2019-10-07,20,34451.5,1.6667,1.3182,348.9793,264.7393,First Check,No recheck required,0,1.6667,0,0,0
320*,21,194.208,LA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",117,2019-03-01,35000,36,12,John Deere,1700 MaxEmergePlus,Soybeans,NA,FALSE,0,Ridge-Till,TRUE,2,TRUE,1,70,Herbicide:Medal II,Herbicide:Atrazine 90 WDG,Herbicide:Roundup PowerMax,NA,NA,NA,NA,NA,NA,35000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,TRUE,Furrow,6,Ridge-Till,John Deere,S680,77,2019-08-06,36,35064,3,2.4149,468.9928,194.208,First Check,No recheck required,0,3,0,0,0
341*,9,198.8392,LA,I:Conventional Irrigated Class,117,2019-03-21,34000,36,12,John Deere,1720 Stack-Fold MaxEmerge Plus,Soybeans,NA,FALSE,0,Conventional,TRUE,1,TRUE,1,0,Herbicide:Atrazine 90 WDG,Herbicide:Medal II,Herbicide:Roundup PowerMax,NA,NA,NA,NA,NA,NA,34000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,TRUE,Furrow,6,Conventional,John Deere,S680,110,2019-08-06,36,35280,3,2.4298,483.1395,198.8392,First Check,No recheck required,0,3,0,0,0
24,12,282.7848,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",113,2019-05-14,34000,30,16,John Deere,1770NT,Soybeans,NA,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,225,100,100,S:15lbs,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,1,FALSE,0,FALSE,NA,0,Minimum-Till,John Deere,S670,33,2019-11-15,30,30088,2.5,1.7268,488.3128,282.7848,First Check,No recheck required,0,2.5,0,0,0
227*,10,247.9191,GA,I:Conventional Irrigated Class,118,2019-03-28,32500,30,12,John Deere,1720 MaxEmerge XP,Peanuts,smart stax,TRUE,2019,Conventional,TRUE,3,TRUE,1,0,Herbicide:Atrazine 4L,Herbicide:Laudis,Insecticide:Tundra,Fungicide:Trivapro,NA,NA,NA,NA,NA,32500,300,120,220,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,0,TRUE,2,TRUE,Sprinkler,25,Conventional,John Deere,S780,100,2019-08-14,30,36936,2.5,2.1198,525.5389,247.9191,First Check,No recheck required,0,2.5,0,0,0
146,18,249.9137,OH,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",113,2019-06-07,35000,30,6,John Deere,7200,Soybeans,Anthem Max and Incinerate,TRUE,2017,Minimum-Till,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34500,210,46,105,"B:4lbs, Zn:6lbs, S:15lbs",NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Minimum-Till,John Deere,9500,28,2019-11-06,30,32040,2.5,1.8388,459.5414,249.9137,First Check,No recheck required,0,2.5,0,0,0
78,2,275.1286,MS,C:No-Till Non-Irrigated Class,116,2019-04-26,39000,38,6,Great Plains,YP-625A,Cotton,Poncho 250,FALSE,0,No-Till,FALSE,0,FALSE,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,39000,240,38,135,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,2,FALSE,0,FALSE,NA,0,No-Till,John Deere,S670,20,2019-09-18,38,17600,3.1667,1.2795,352.027,275.1286,First Check,No recheck required,0,3.1667,0,0,0
86*,*,255.0035,AL,A:Conventional Non-Irrigated Class,120,2019-03-27,30000,30,16,John Deere,1795,Wheat/Soybeans,NA,TRUE,2018,Conventional,TRUE,2,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30400,180,60,112,S:54null,Poultry:2tons,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S690,15,2019-08-24,30,22548,2.5,1.2941,330,255.0035,First Check,No recheck required,0,2.5,0,0,0
189,72,260.7202,IA,B:Conventional Non-Irrigated Class,108,2019-05-04,34000,30,12,John Deere,1760,Soybeans,Acceleron,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Halex GT,Herbicide:Atrazine 4L,NA,NA,NA,NA,NA,NA,NA,32000,220,0,0,NA,Swine:7000gal,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S550,40,2019-10-31,30,25992,2.5,1.4917,388.9163,260.7202,First Check,No recheck required,0,2.5,0,0,0
